2023-09-07 14:12:13,756 INFO    StreamThr :12680 [internal.py:wandb_internal():86] W&B internal server running at pid: 12680, started at: 2023-09-07 14:12:13.755653
2023-09-07 14:12:13,757 DEBUG   HandlerThread:12680 [handler.py:handle_request():144] handle_request: status
2023-09-07 14:12:13,762 INFO    WriterThread:12680 [datastore.py:open_for_write():85] open: /home/jisukim/LLMscience/llm/shell/wandb/run-20230907_141213-51cw4xwv/run-51cw4xwv.wandb
2023-09-07 14:12:13,763 DEBUG   SenderThread:12680 [sender.py:send():379] send: header
2023-09-07 14:12:13,789 DEBUG   SenderThread:12680 [sender.py:send():379] send: run
2023-09-07 14:12:15,437 INFO    SenderThread:12680 [dir_watcher.py:__init__():211] watching files in: /home/jisukim/LLMscience/llm/shell/wandb/run-20230907_141213-51cw4xwv/files
2023-09-07 14:12:15,437 INFO    SenderThread:12680 [sender.py:_start_run_threads():1121] run started: 51cw4xwv with start time 1694063533.756184
2023-09-07 14:12:15,439 DEBUG   SenderThread:12680 [sender.py:send_request():406] send_request: summary_record
2023-09-07 14:12:15,439 INFO    SenderThread:12680 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-09-07 14:12:15,447 DEBUG   HandlerThread:12680 [handler.py:handle_request():144] handle_request: check_version
2023-09-07 14:12:15,447 DEBUG   SenderThread:12680 [sender.py:send_request():406] send_request: check_version
2023-09-07 14:12:15,530 DEBUG   HandlerThread:12680 [handler.py:handle_request():144] handle_request: run_start
2023-09-07 14:12:15,538 DEBUG   HandlerThread:12680 [system_info.py:__init__():31] System info init
2023-09-07 14:12:15,538 DEBUG   HandlerThread:12680 [system_info.py:__init__():46] System info init done
2023-09-07 14:12:15,538 INFO    HandlerThread:12680 [system_monitor.py:start():181] Starting system monitor
2023-09-07 14:12:15,538 INFO    SystemMonitor:12680 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-09-07 14:12:15,538 INFO    HandlerThread:12680 [system_monitor.py:probe():201] Collecting system info
2023-09-07 14:12:15,539 INFO    SystemMonitor:12680 [interfaces.py:start():190] Started cpu monitoring
2023-09-07 14:12:15,539 INFO    SystemMonitor:12680 [interfaces.py:start():190] Started disk monitoring
2023-09-07 14:12:15,540 INFO    SystemMonitor:12680 [interfaces.py:start():190] Started gpu monitoring
2023-09-07 14:12:15,541 INFO    SystemMonitor:12680 [interfaces.py:start():190] Started memory monitoring
2023-09-07 14:12:15,542 INFO    SystemMonitor:12680 [interfaces.py:start():190] Started network monitoring
2023-09-07 14:12:15,574 DEBUG   HandlerThread:12680 [system_info.py:probe():195] Probing system
2023-09-07 14:12:15,575 DEBUG   HandlerThread:12680 [system_info.py:_probe_git():180] Probing git
2023-09-07 14:12:15,587 DEBUG   HandlerThread:12680 [system_info.py:_probe_git():188] Probing git done
2023-09-07 14:12:15,588 DEBUG   HandlerThread:12680 [system_info.py:probe():240] Probing system done
